path	stream	added	deleted	hours
retro.d/20260826_0733-the-cycles-price.md	retro	2026-08-26T08:33:13+01:00	2026-08-30T15:53:51+01:00	103.34
changelog.d/20260826_0740-added-review-ledger.md	changelog	2026-08-26T08:43:41+01:00	2026-08-30T15:53:51+01:00	103.17
retro.d/20260826_0740-the-map-a-pass-never-draws.md	retro	2026-08-26T08:43:41+01:00	2026-08-30T15:53:51+01:00	103.17
retro.d/20260826_1130-the-procedure-guaranteed-the-fragment-was-never-reviewed.md	retro	2026-08-26T12:30:24+01:00	2026-08-30T15:53:51+01:00	99.39
retro.d/20260826_1146-the-remedy-had-a-false-positive.md	retro	2026-08-26T12:46:26+01:00	2026-08-30T15:53:51+01:00	99.12
retro.d/20260826_1151-a-ratio-over-a-growing-denominator.md	retro	2026-08-26T12:51:44+01:00	2026-08-30T15:53:51+01:00	99.04
changelog.d/20260826_1147-fixed-a-rename-chain-no-longer-corrupts-the-index.md	changelog	2026-08-30T10:03:05+01:00	2026-09-01T00:09:16+01:00	38.10
retro.d/20260826_1147-a-global-guarantee-unpins-local-tests.md	retro	2026-08-30T10:03:05+01:00	2026-09-01T00:09:16+01:00	38.10
retro.d/20260830_0929-red-on-the-clock-and-a-review-that-half-ran.md	retro	2026-08-30T10:33:43+01:00	2026-08-30T15:53:51+01:00	5.34
changelog.d/20260830_1431-fixed-the-suite-no-longer-inherits-the-clock.md	changelog	2026-08-30T15:35:43+01:00	2026-08-30T15:53:51+01:00	0.30
retro.d/20260830_1431-the-seam-was-the-table-not-the-clock.md	retro	2026-08-30T15:35:43+01:00	2026-08-30T15:53:51+01:00	0.30
changelog.d/20260830_1504-fixed-a-prepared-but-unpublished-release-is-declared-not-tolerated.md	changelog	2026-08-30T16:07:25+01:00	2026-09-01T00:09:16+01:00	32.03
retro.d/20260830_1504-green-here-red-on-the-tree-this-becomes.md	retro	2026-08-30T16:07:25+01:00	2026-09-01T00:09:16+01:00	32.03
changelog.d/20260830_1515-fixed-a-restored-paid-document-is-not-told-its-content-changed.md	changelog	2026-08-30T16:19:24+01:00	2026-09-01T00:09:16+01:00	31.83
retro.d/20260830_1515-the-obvious-fix-would-have-shipped-the-violation.md	retro	2026-08-30T16:19:24+01:00	2026-09-01T00:09:16+01:00	31.83
changelog.d/20260831_2158-fixed-a-rename-collision-is-recorded-with-a-remedy.md	changelog	2026-08-31T23:02:15+01:00	2026-09-01T00:09:16+01:00	1.12
retro.d/20260831_2158-a-one-line-containment-that-swallowed-the-schema.md	retro	2026-08-31T23:02:15+01:00	2026-09-01T00:09:16+01:00	1.12
changelog.d/20260831_2221-fixed-pnk-serve-answers-after-a-pause.md	changelog	2026-08-31T23:22:25+01:00	2026-09-01T00:09:16+01:00	0.78
retro.d/20260831_2221-a-thread-id-is-a-slot-not-an-identity.md	retro	2026-08-31T23:22:25+01:00	2026-09-01T00:09:16+01:00	0.78
changelog.d/20260831_2259-added-agent-spend-measures-what-the-agents-cost.md	changelog	2026-09-01T00:02:49+01:00	2026-09-02T11:05:51+01:00	35.05
retro.d/20260831_2259-a-population-that-could-not-contain-the-thing-i-looked-for.md	retro	2026-09-01T00:02:49+01:00	2026-09-02T11:05:51+01:00	35.05
changelog.d/20260831_2326-added-the-ceiling-probe-takes-the-golden-set-as-an-argument.md	changelog	2026-09-01T00:31:16+01:00	2026-09-02T11:05:51+01:00	34.58
retro.d/20260831_2326-the-artifact-was-never-silent.md	retro	2026-09-01T00:31:16+01:00	2026-09-01T00:48:57+01:00	0.29
retro.d/20260831_2326-i-corrected-a-document-i-had-not-read.md	retro	2026-09-01T00:48:57+01:00	2026-09-02T11:05:51+01:00	34.28
retro.d/20260901_0631-i-composed-a-number-again-and-a-test-that-was-not-a-pin.md	retro	2026-09-01T07:32:27+01:00	2026-09-02T11:05:51+01:00	27.56
retro.d/20260901_0633-checking-the-wrong-artifact.md	retro	2026-09-01T07:43:50+01:00	2026-09-02T11:05:51+01:00	27.37
changelog.d/20260901_0735-fixed-the-20260807-docs-audit-closed-as-one-unit.md	changelog	2026-09-01T12:14:18+01:00	2026-09-02T11:05:51+01:00	22.86
retro.d/20260901_0713-the-rule-i-quoted-had-been-deleted.md	retro	2026-09-01T12:14:18+01:00	2026-09-02T11:05:51+01:00	22.86
retro.d/20260901_0736-judge-the-rate-before-the-closure.md	retro	2026-09-01T12:14:18+01:00	2026-09-02T11:05:51+01:00	22.86
changelog.d/20260901_1125-fixed-a-correct-cross-fragment-link-turned-main-red.md	changelog	2026-09-01T12:26:33+01:00	2026-09-02T11:05:51+01:00	22.66
retro.d/20260901_1125-the-shipped-artifact-is-the-tiebreaker.md	retro	2026-09-01T12:26:33+01:00	2026-09-02T11:05:51+01:00	22.66
changelog.d/20260901_1140-fixed-a-build-order-row-that-read-open-for-nine-days.md	changelog	2026-09-01T12:43:35+01:00	2026-09-02T11:05:51+01:00	22.37
retro.d/20260901_1140-a-register-decays-at-the-speed-of-its-neglect.md	retro	2026-09-01T12:43:35+01:00	2026-09-02T11:05:51+01:00	22.37
retro.d/20260901_1141-i-typed-the-counterevidence-and-blamed-the-seam-anyway.md	retro	2026-09-01T12:43:35+01:00	2026-09-02T11:05:51+01:00	22.37
retro.d/20260901_1153-a-proven-instrument-returning-nothing-is-a-result.md	retro	2026-09-01T12:57:27+01:00	2026-09-02T11:05:51+01:00	22.14
retro.d/20260901_1200-every-option-in-the-table-shared-a-premise.md	retro	2026-09-01T13:11:01+01:00	2026-09-02T11:05:51+01:00	21.91
changelog.d/20260901_1226-fixed-the-live-build-order-disagreed-with-itself-about-its-own-count.md	changelog	2026-09-01T18:54:27+01:00	2026-09-02T11:05:51+01:00	16.19
retro.d/20260901_1226-a-watcher-outlived-the-session-that-armed-it.md	retro	2026-09-01T18:54:27+01:00	2026-09-02T11:05:51+01:00	16.19
changelog.d/20260901_0715-added-retro-fragment-heading-and-stamp-gate.md	changelog	2026-09-01T19:23:53+01:00	2026-09-02T11:05:51+01:00	15.70
retro.d/20260901_0715-a-clean-result-is-a-reason-to-check-the-harness.md	retro	2026-09-01T19:23:53+01:00	2026-09-02T11:05:51+01:00	15.70
changelog.d/20260901_1826-fixed-a-status-header-called-a-shipped-flag-a-proposal.md	changelog	2026-09-01T19:30:12+01:00	2026-09-02T11:05:51+01:00	15.59
retro.d/20260901_1826-a-section-number-is-only-meaningful-inside-its-own-document.md	retro	2026-09-01T19:30:12+01:00	2026-09-02T11:05:51+01:00	15.59
retro.d/20260901_1840-a-gate-spoke-correctly-about-a-tree-nobody-edited.md	retro	2026-09-01T19:53:41+01:00	2026-09-02T11:05:51+01:00	15.20
retro.d/20260901_2003-merge-base-is-not-the-branch-point-after-a-rebase.md	retro	2026-09-01T21:04:04+01:00	2026-09-02T11:05:51+01:00	14.03
changelog.d/20260901_2036-fixed-two-rulings-rowed-and-one-gate-refused.md	changelog	2026-09-01T21:37:39+01:00	2026-09-02T11:05:51+01:00	13.47
retro.d/20260901_2036-i-broke-the-table-i-was-adding-a-row-to.md	retro	2026-09-01T21:37:39+01:00	2026-09-02T11:05:51+01:00	13.47
changelog.d/20260902_0007-fixed-a-count-over-the-wrong-population-and-a-gate-that-disagrees-with-its-renderer.md	changelog	2026-09-02T01:08:28+01:00	2026-09-02T11:05:51+01:00	9.96
retro.d/20260902_0007-i-measured-the-live-directory-and-answered-about-the-corpus.md	retro	2026-09-02T01:08:28+01:00	2026-09-02T11:05:51+01:00	9.96
retro.d/20260902_0004-a-clean-result-from-an-instrument-that-never-ran.md	retro	2026-09-02T01:11:24+01:00	2026-09-02T11:05:51+01:00	9.91
changelog.d/20260902_0204-fixed-a-ruling-whose-stated-basis-was-false.md	changelog	2026-09-02T03:05:36+01:00	2026-09-02T11:05:51+01:00	8.00
retro.d/20260902_0204-i-read-an-error-message-as-evidence-of-the-arm-that-raised-it.md	retro	2026-09-02T03:05:36+01:00	2026-09-02T11:05:51+01:00	8.00
retro.d/20260902_0245-a-method-is-not-a-measurement-point.md	retro	2026-09-02T03:46:57+01:00	2026-09-02T11:05:51+01:00	7.32
retro.d/20260902_0734-the-surface-a-later-pass-cannot-fix.md	retro	2026-09-02T08:42:06+01:00	2026-09-02T11:05:51+01:00	2.40
retro.d/20260902_0741-the-census-i-called-correct-was-the-incoherent-one.md	retro	2026-09-02T08:44:55+01:00	2026-09-02T11:05:51+01:00	2.35
retro.d/20260902_0811-i-watched-a-sha-that-does-not-exist.md	retro	2026-09-02T09:17:14+01:00	2026-09-02T11:05:51+01:00	1.81
retro.d/20260902_0830-the-config-does-not-name-the-renderer.md	retro	2026-09-02T09:34:44+01:00	2026-09-02T11:05:51+01:00	1.52
changelog.d/20260902_0853-fixed-the-link-gate-resolves-a-fragment-where-its-body-is-going.md	changelog	2026-09-02T09:57:00+01:00	2026-09-02T11:05:51+01:00	1.15
retro.d/20260902_0853-the-restore-command-is-the-one-that-eats-the-work.md	retro	2026-09-02T09:57:00+01:00	2026-09-02T11:05:51+01:00	1.15
changelog.d/20260902_0927-fixed-one-unreadable-file-no-longer-takes-the-whole-index-with-it.md	changelog	2026-09-02T10:28:59+01:00	2026-09-02T11:05:51+01:00	0.61
retro.d/20260902_0927-the-naive-fix-was-the-silent-one.md	retro	2026-09-02T10:28:59+01:00	2026-09-02T11:05:51+01:00	0.61
changelog.d/20260902_1007-added-battery-section-headers-are-gated.md	changelog	2026-09-02T11:08:01+01:00	2026-09-03T10:38:05+01:00	23.50
retro.d/20260902_1007-the-gate-against-drift-that-skipped-the-drift.md	retro	2026-09-02T11:08:01+01:00	2026-09-03T10:38:05+01:00	23.50
retro.d/20260902_1026-i-published-a-count-i-never-ran.md	retro	2026-09-02T11:30:15+01:00	2026-09-03T10:38:05+01:00	23.13
retro.d/20260902_1026-the-gate-i-ran-was-not-the-gate-ci-runs.md	retro	2026-09-02T11:30:15+01:00	2026-09-03T10:38:05+01:00	23.13
changelog.d/20260902_1045-fixed-a-money-assertion-quantisation-cannot-hold.md	changelog	2026-09-02T11:46:57+01:00	2026-09-03T10:38:05+01:00	22.85
retro.d/20260902_1045-green-for-the-value-of-a-constant-neither-test-mentions.md	retro	2026-09-02T11:46:57+01:00	2026-09-03T10:38:05+01:00	22.85
changelog.d/20260902_1148-fixed-a-kb-name-no-longer-bricks-the-kb-at-creation.md	changelog	2026-09-02T12:52:03+01:00	2026-09-03T10:38:05+01:00	21.77
retro.d/20260902_1200-an-example-i-reasoned-about-instead-of-running.md	retro	2026-09-02T13:04:33+01:00	2026-09-03T10:38:05+01:00	21.56
retro.d/20260902_1159-a-mutant-killed-for-the-wrong-reason.md	retro	2026-09-02T13:06:29+01:00	2026-09-03T10:38:05+01:00	21.53
retro.d/20260902_2118-the-fix-reproduced-the-defect-it-fixed.md	retro	2026-09-02T22:24:17+01:00	2026-09-03T10:38:05+01:00	12.23
retro.d/20260903_0830-a-commit-taken-inside-a-mutation-window.md	retro	2026-09-03T09:31:15+01:00	2026-09-03T10:38:05+01:00	1.11
retro.d/20260903_0903-three-mutants-that-killed-for-the-wrong-reason.md	retro	2026-09-03T10:07:12+01:00	2026-09-03T10:38:05+01:00	0.51
retro.d/20260903_1023-the-builder-found-the-summary-wrong.md	retro	2026-09-03T11:27:24+01:00	2026-09-03T14:07:31+01:00	2.67
retro.d/20260903_1048-a-green-battery-inherits-its-authors-framing.md	retro	2026-09-03T11:52:42+01:00	2026-09-03T14:07:31+01:00	2.25
changelog.d/20260903_1024-fixed-an-ordinary-deletion-no-longer-reports-a-move.md	changelog	2026-09-03T11:52:42+01:00	2026-09-03T14:07:31+01:00	2.25
changelog.d/20260903_1024-fixed-k-below-one-is-refused-at-the-boundary.md	changelog	2026-09-03T11:52:42+01:00	2026-09-03T14:07:31+01:00	2.25
changelog.d/20260903_1024-fixed-sidecars-only-with-index-only-is-refused.md	changelog	2026-09-03T11:52:42+01:00	2026-09-03T14:07:31+01:00	2.25
changelog.d/20260903_1024-fixed-the-failure-ledger-clears-and-doctors-remedy-is-true.md	changelog	2026-09-03T11:52:42+01:00	2026-09-03T14:07:31+01:00	2.25
retro.d/20260903_1024-a-decision-that-did-not-foresee-its-third-state.md	retro	2026-09-03T11:52:42+01:00	2026-09-03T14:07:31+01:00	2.25
retro.d/20260903_1024-a-fixture-named-for-a-scenario-it-did-not-build.md	retro	2026-09-03T11:52:42+01:00	2026-09-03T14:07:31+01:00	2.25
retro.d/20260903_1024-the-rollback-took-the-fix-with-it.md	retro	2026-09-03T11:52:42+01:00	2026-09-03T14:07:31+01:00	2.25
changelog.d/20260903_1207-fixed-a-broken-symlink-is-reported-rather-than-skipped.md	changelog	2026-09-03T13:24:43+01:00	2026-09-03T16:04:37+01:00	2.67
changelog.d/20260903_1207-fixed-a-mistyped-source-type-is-a-usage-error.md	changelog	2026-09-03T13:24:43+01:00	2026-09-03T16:04:37+01:00	2.67
changelog.d/20260903_1207-fixed-an-empty-kb-no-longer-blames-filters-nobody-passed.md	changelog	2026-09-03T13:24:43+01:00	2026-09-03T16:04:37+01:00	2.67
retro.d/20260903_1258-a-control-must-be-shown-able-to-fail.md	retro	2026-09-03T14:01:25+01:00	2026-09-03T16:04:37+01:00	2.05
retro.d/20260903_1258-a-docstring-can-claim-a-surface-the-code-never-reached.md	retro	2026-09-03T14:01:25+01:00	2026-09-03T16:04:37+01:00	2.05
retro.d/20260903_1258-a-replace-all-edits-fixtures-you-never-read.md	retro	2026-09-03T14:01:25+01:00	2026-09-03T16:04:37+01:00	2.05
retro.d/20260903_1258-a-vague-sentence-made-specific-and-false.md	retro	2026-09-03T14:01:25+01:00	2026-09-03T16:04:37+01:00	2.05
changelog.d/20260903_1350-fixed-pnk-sync-crashed-on-python-3-13.md	changelog	2026-09-03T14:54:15+01:00	2026-09-03T16:04:37+01:00	1.17
retro.d/20260903_1350-a-gate-that-never-ran-the-version-it-promised.md	retro	2026-09-03T14:54:15+01:00	2026-09-03T16:04:37+01:00	1.17
retro.d/20260903_1350-a-measurement-with-an-unnamed-population.md	retro	2026-09-03T14:54:15+01:00	2026-09-03T16:04:37+01:00	1.17
retro.d/20260903_1350-i-almost-reported-an-invariant-break-i-had-not-measured.md	retro	2026-09-03T14:54:15+01:00	2026-09-03T16:04:37+01:00	1.17
retro.d/20260903_1318-the-tag-points-at-a-commit-ci-never-finished.md	retro	2026-09-03T15:07:53+01:00	2026-09-03T16:04:37+01:00	0.95
changelog.d/20260903_1410-fixed-doctor-offered-to-prune-a-sidecar-whose-document-is-present.md	changelog	2026-09-03T15:11:35+01:00	2026-09-03T16:04:37+01:00	0.88
retro.d/20260903_1410-the-fix-stopped-at-the-boundary-i-reasoned-to.md	retro	2026-09-03T15:11:35+01:00	2026-09-03T16:04:37+01:00	0.88
retro.d/20260903_1523-a-two-way-selector-that-falls-one-way.md	retro	2026-09-03T16:26:54+01:00	2026-09-03T17:48:55+01:00	1.37
changelog.d/20260903_1610-fixed-a-source-directory-the-walk-cannot-enter.md	changelog	2026-09-03T17:29:46+01:00	2026-09-03T17:48:55+01:00	0.32
retro.d/20260903_1610-a-fixture-that-never-reached-the-code-under-test.md	retro	2026-09-03T17:29:46+01:00	2026-09-03T17:48:55+01:00	0.32
retro.d/20260903_1610-a-hook-that-could-not-fire-for-half-the-class.md	retro	2026-09-03T17:29:46+01:00	2026-09-03T17:48:55+01:00	0.32
changelog.d/20260904_0202-fixed-doctor-dropped-an-unreadable-paid-document.md	changelog	2026-09-04T03:03:48+01:00	2026-09-04T09:52:42+01:00	6.82
changelog.d/20260904_0202-fixed-pnk-link-blames-the-path-for-a-permission.md	changelog	2026-09-04T03:03:48+01:00	2026-09-04T09:52:42+01:00	6.82
retro.d/20260904_0202-a-ruling-measured-and-a-fake-that-outlived-its-branch.md	retro	2026-09-04T03:03:48+01:00	2026-09-04T09:52:42+01:00	6.82
retro.d/20260904_0212-a-gate-i-read-but-did-not-obey.md	retro	2026-09-04T03:35:16+01:00	2026-09-04T09:52:42+01:00	6.29
changelog.d/20260904_0255-fixed-a-partner-kb-present-but-unreadable-was-reported-as-absent.md	changelog	2026-09-04T03:56:06+01:00	2026-09-04T09:52:42+01:00	5.94
retro.d/20260904_0255-a-vacuous-test-and-a-contract-that-was-verified-on-one-interpreter.md	retro	2026-09-04T03:56:06+01:00	2026-09-04T09:52:42+01:00	5.94
changelog.d/20260904_0314-changed-mutate-names-the-interpreter-its-counts-came-from.md	changelog	2026-09-04T04:14:50+01:00	2026-09-04T09:52:42+01:00	5.63
retro.d/20260904_0314-a-count-whose-meaning-depends-on-something-nobody-recorded.md	retro	2026-09-04T04:14:50+01:00	2026-09-04T09:52:42+01:00	5.63
changelog.d/20260904_0830-added-land-refuses-a-tree-no-gate-certified.md	changelog	2026-09-04T09:33:14+01:00	2026-09-04T09:52:42+01:00	0.32
retro.d/20260904_0830-i-tested-the-copy-that-did-not-contain-the-change.md	retro	2026-09-04T09:33:14+01:00	2026-09-04T09:52:42+01:00	0.32
changelog.d/20260904_0854-fixed-a-doctor-test-that-asserted-only-that-doctor-finished.md	changelog	2026-09-04T09:54:03+01:00		
retro.d/20260904_0854-four-instruments-for-one-audit.md	retro	2026-09-04T09:54:03+01:00		
retro.d/20260904_0938-i-measured-the-function-and-claimed-the-command.md	retro	2026-09-04T10:38:22+01:00		
changelog.d/20260904_1028-added-injection-audit-runs-on-linux.md	changelog	2026-09-04T11:29:21+01:00		
retro.d/20260904_1028-row-42-six-ways-an-instrument-lies.md	retro	2026-09-04T11:29:21+01:00		
